NULL,94,102
NULL,75,1192
NULL,75,1181
NULL,76,191
NULL,74,501
NULL,77,747
NULL,85,678
NULL,85,811
NULL,85,813
NULL,85,790
NULL,84,507
NULL,84,495
NULL,84,506
NULL,84,386
NULL,84,389
NULL,84,540
NULL,84,553
NULL,84,534
NULL,83,133
NULL,83,197
NULL,83,138
NULL,82,1173
NULL,82,1423
NULL,82,1433
NULL,87,255
NULL,83,155
NULL,83,277
NULL,90,496
NULL,90,486
NULL,91,578
NULL,86,1351
NULL,93,618
NULL,82,1398
NULL,78,1191
NULL,78,1185
NULL,79,188
NULL,81,726
NULL,80,479
NULL,88,375
NULL,89,710
NULL,93,773
NULL,92,246
NULL,92,247
NULL,92,3
NULL,92,248
NULL,92,52
NULL,92,4
NULL,92,198
NULL,92,149
NULL,92,53
NULL,92,101
NULL,92,54
NULL,92,102
NULL,92,249
NULL,92,199
NULL,92,5
NULL,92,150
NULL,92,151
NULL,92,55
NULL,92,250
NULL,92,200
NULL,92,152
NULL,92,56
NULL,92,153
NULL,92,201
NULL,92,154
NULL,92,155
NULL,92,103
NULL,92,104
NULL,92,251
NULL,92,252
NULL,92,105
NULL,92,203
NULL,92,7
NULL,92,57
NULL,92,58
NULL,92,202
NULL,92,253
NULL,92,8
NULL,92,9
NULL,92,59
NULL,92,204
NULL,92,60
NULL,92,106
NULL,92,254
NULL,92,255
NULL,92,10
NULL,92,156
NULL,92,61
NULL,92,205
NULL,92,206
NULL,92,107
NULL,92,108
NULL,92,158
NULL,92,159
NULL,92,160
NULL,92,161
NULL,92,11
NULL,92,256
NULL,92,12
NULL,92,62
NULL,92,207
NULL,92,109
NULL,92,257
NULL,92,258
NULL,92,13
NULL,92,63
NULL,92,162
NULL,92,14
NULL,92,64
NULL,92,208
NULL,92,163
NULL,92,110
NULL,92,164
NULL,92,65
NULL,92,259
NULL,92,209
NULL,92,15
NULL,92,66
NULL,92,210
NULL,92,111
NULL,92,211
NULL,92,112
NULL,92,260
NULL,92,261
NULL,92,16
NULL,92,67
NULL,92,212
NULL,92,113
NULL,92,113
NULL,92,262
NULL,92,17
NULL,92,68
NULL,92,213
NULL,92,165
NULL,92,214
NULL,92,166
NULL,92,215
NULL,92,69
NULL,92,216
NULL,92,114
NULL,92,167
NULL,92,168
NULL,92,115
NULL,92,263
NULL,92,70
NULL,92,18
NULL,92,169
NULL,92,264
NULL,92,71
NULL,92,19
NULL,92,170
NULL,92,72
NULL,92,217
NULL,92,116
NULL,92,20
NULL,92,171
NULL,92,218
NULL,92,117
NULL,92,118
NULL,92,118
NULL,92,73
NULL,92,265
NULL,92,172
NULL,92,21
NULL,92,173
NULL,92,119
NULL,92,22
NULL,92,174
NULL,92,74
NULL,92,23
NULL,92,120
NULL,92,266
NULL,92,219
NULL,92,24
NULL,92,75
NULL,92,220
NULL,92,121
NULL,92,267
NULL,92,122
NULL,92,25
NULL,92,268
NULL,92,76
NULL,92,26
NULL,92,221
NULL,92,1131
NULL,92,77
NULL,92,27
NULL,92,222
NULL,92,175
NULL,92,269
NULL,92,176
NULL,92,223
NULL,92,28
NULL,92,177
NULL,92,224
NULL,92,270
NULL,92,124
NULL,92,125
NULL,92,29
NULL,92,78
NULL,92,271
NULL,92,30
NULL,92,178
NULL,92,179
NULL,92,180
NULL,92,225
NULL,92,226
NULL,92,79
NULL,92,126
NULL,92,227
NULL,92,272
NULL,92,31
NULL,92,127
NULL,92,273
NULL,92,274
NULL,92,32
NULL,92,80
NULL,86,1132
NULL,86,1413
NULL,86,1140
NULL,88,485
NULL,92,229
NULL,92,81
NULL,92,82
NULL,92,181
NULL,92,128
NULL,92,129
NULL,92,275
NULL,88,406
NULL,92,276
NULL,92,33
NULL,92,277
NULL,92,34
NULL,92,35
NULL,92,230
NULL,92,83
NULL,92,231
NULL,92,130
NULL,92,278
NULL,92,131
NULL,92,279
NULL,92,280
NULL,92,182
NULL,92,183
NULL,92,36
NULL,92,184
NULL,92,37
NULL,92,84
NULL,92,233
NULL,92,85
NULL,92,132
NULL,92,281
NULL,92,234
NULL,92,38
NULL,92,133
NULL,92,86
NULL,92,235
NULL,92,134
NULL,92,282
NULL,92,39
NULL,92,87
NULL,92,283
NULL,92,185
NULL,92,236
NULL,92,135
NULL,92,40
NULL,92,284
NULL,92,186
NULL,92,88
NULL,92,41
NULL,92,237
NULL,92,187
NULL,92,136
NULL,92,285
NULL,92,42
NULL,92,188
NULL,92,137
NULL,92,43
NULL,92,89
NULL,92,238
NULL,92,138
NULL,92,44
NULL,92,286
NULL,92,189
NULL,92,239
NULL,92,139
NULL,92,287
NULL,92,190
NULL,92,191
NULL,92,45
NULL,92,46
NULL,92,91
NULL,92,92
NULL,92,192
NULL,92,241
NULL,92,240
NULL,92,140
NULL,92,141
NULL,92,288
NULL,92,193
NULL,92,142
NULL,92,289
NULL,92,47
NULL,92,48
NULL,92,93
NULL,92,94
NULL,92,243
NULL,92,242
NULL,92,194
NULL,92,143
NULL,92,290
NULL,92,49
NULL,92,144
NULL,92,95
NULL,92,145
NULL,92,195
NULL,92,96
NULL,92,291
NULL,92,50
NULL,92,196
NULL,92,244
NULL,92,146
NULL,92,292
NULL,92,97
NULL,92,98
NULL,92,147
NULL,92,99
NULL,92,197
NULL,92,245
NULL,92,148
NULL,92,293
NULL,92,51
NULL,92,100
NULL,92,294
NULL,92,526
NULL,92,341
NULL,86,1213
NULL,92,527
NULL,92,387
NULL,92,342
NULL,92,528
NULL,92,478
NULL,92,433
NULL,92,388
NULL,92,343
NULL,92,434
NULL,92,344
NULL,92,479
NULL,92,389
NULL,92,529
NULL,92,530
NULL,92,390
NULL,92,480
NULL,92,481
NULL,92,482
NULL,92,391
NULL,92,531
NULL,92,392
NULL,92,532
NULL,92,346
NULL,92,437
NULL,92,393
NULL,92,436
NULL,92,347
NULL,92,295
NULL,92,394
NULL,92,296
NULL,92,483
NULL,92,298
NULL,92,297
NULL,92,438
NULL,92,484
NULL,92,533
NULL,92,485
NULL,92,534
NULL,92,395
NULL,92,299
NULL,92,348
NULL,92,349
NULL,92,439
NULL,92,486
NULL,92,350
NULL,92,535
NULL,92,396
NULL,92,440
NULL,92,397
NULL,92,398
NULL,92,399
NULL,92,487
NULL,92,400
NULL,92,441
NULL,92,351
NULL,92,302
NULL,92,301
NULL,92,352
NULL,92,353
NULL,92,354
NULL,92,488
NULL,92,303
NULL,92,489
NULL,92,490
NULL,92,304
NULL,92,355
NULL,92,305
NULL,92,491
NULL,92,442
NULL,92,306
NULL,92,492
NULL,92,307
NULL,92,443
NULL,92,444
NULL,92,494
NULL,92,493
NULL,92,445
NULL,92,308
NULL,92,495
NULL,92,309
NULL,92,401
NULL,92,538
NULL,92,356
NULL,92,539
NULL,92,540
NULL,92,402
NULL,92,496
NULL,92,403
NULL,92,541
NULL,92,310
NULL,92,404
NULL,92,311
NULL,92,312
NULL,92,405
NULL,92,406
NULL,92,357
NULL,92,313
NULL,92,542
NULL,92,543
NULL,92,497
NULL,92,407
NULL,92,498
NULL,92,446
NULL,92,544
NULL,92,545
NULL,92,546
NULL,92,447
NULL,92,408
NULL,92,314
NULL,92,409
NULL,92,410
NULL,92,449
NULL,92,450
NULL,92,499
NULL,92,500
NULL,92,411
NULL,92,315
NULL,92,358
NULL,92,359
NULL,92,316
NULL,92,412
NULL,92,360
NULL,92,361
NULL,92,547
NULL,92,451
NULL,92,413
NULL,92,501
NULL,92,548
NULL,92,452
NULL,92,549
NULL,92,414
NULL,92,317
NULL,92,415
NULL,92,318
NULL,92,550
NULL,92,502
NULL,92,503
NULL,92,416
NULL,92,552
NULL,92,551
NULL,92,505
NULL,92,319
NULL,92,553
NULL,92,362
NULL,92,554
NULL,92,320
NULL,92,453
NULL,92,321
NULL,92,417
NULL,92,322
NULL,92,454
NULL,92,323
NULL,92,418
NULL,92,363
NULL,92,455
NULL,92,324
NULL,92,456
NULL,92,555
NULL,92,457
NULL,92,458
NULL,92,364
NULL,92,506
NULL,92,556
NULL,92,326
NULL,92,326
NULL,92,419
NULL,92,459
NULL,92,365
NULL,92,420
NULL,92,557
NULL,92,460
NULL,92,366
NULL,92,507
NULL,92,558
NULL,92,559
NULL,92,367
NULL,92,461
NULL,92,462
NULL,92,368
NULL,92,421
NULL,92,328
NULL,92,463
NULL,92,508
NULL,92,464
NULL,92,509
NULL,92,465
NULL,92,511
NULL,92,370
NULL,92,371
NULL,92,560
NULL,92,372
NULL,92,512
NULL,92,466
NULL,92,467
NULL,92,422
NULL,92,373
NULL,92,374
NULL,92,561
NULL,92,468
NULL,92,423
NULL,92,329
NULL,92,375
NULL,92,513
NULL,92,514
NULL,92,515
NULL,92,330
NULL,92,424
NULL,92,376
NULL,92,331
NULL,92,562
NULL,92,516
NULL,92,377
NULL,92,469
NULL,92,563
NULL,92,470
NULL,92,332
NULL,92,378
NULL,92,517
NULL,92,564
NULL,92,565
NULL,92,471
NULL,92,566
NULL,92,379
NULL,92,472
NULL,92,518
NULL,92,425
NULL,92,333
NULL,92,519
NULL,92,334
NULL,92,520
NULL,92,521
NULL,92,473
NULL,92,522
NULL,92,523
NULL,92,524
NULL,92,567
NULL,92,426
NULL,92,335
NULL,92,336
NULL,92,427
NULL,92,568
NULL,92,428
NULL,92,474
NULL,92,337
NULL,92,380
NULL,92,338
NULL,92,381
NULL,92,382
NULL,92,383
NULL,92,339
NULL,92,384
NULL,92,429
NULL,92,569
NULL,92,385
NULL,92,340
NULL,92,476
NULL,92,386
NULL,92,570
NULL,92,475
NULL,92,430
NULL,92,431
NULL,92,477
NULL,92,525
NULL,92,432
NULL,93,773
NULL,93,622
NULL,93,571
NULL,93,572
NULL,93,722
NULL,93,775
NULL,93,573
NULL,93,674
NULL,93,574
NULL,93,676
NULL,93,725
NULL,93,575
NULL,93,777
NULL,93,679
NULL,93,680
NULL,93,727
NULL,93,778
NULL,93,578
NULL,93,626
NULL,93,682
NULL,93,780
NULL,93,579
NULL,93,580
NULL,93,581
NULL,93,627
NULL,93,628
NULL,93,582
NULL,93,587
NULL,93,686
NULL,93,687
NULL,93,631
NULL,93,784
NULL,93,689
NULL,93,785
NULL,93,585
NULL,93,632
NULL,93,787
NULL,93,635
NULL,93,589
NULL,93,693
NULL,93,789
NULL,93,639
NULL,93,696
NULL,93,790
NULL,93,731
NULL,93,640
NULL,93,732
NULL,93,791
NULL,93,642
NULL,93,734
NULL,93,594
NULL,93,644
NULL,93,595
NULL,93,701
NULL,93,736
NULL,93,793
NULL,93,794
NULL,93,703
NULL,93,738
NULL,93,739
NULL,93,795
NULL,93,648
NULL,93,649
NULL,93,796
NULL,93,797
NULL,93,740
NULL,93,597
NULL,93,650
NULL,93,598
NULL,93,31
NULL,93,798
NULL,93,599
NULL,93,653
NULL,93,600
NULL,93,601
NULL,93,654
NULL,93,602
NULL,93,603
NULL,93,604
NULL,93,742
NULL,93,743
NULL,93,605
NULL,93,800
NULL,93,747
NULL,93,748
NULL,93,607
NULL,93,749
NULL,93,751
NULL,93,752
NULL,93,657
NULL,93,804
NULL,93,608
NULL,93,658
NULL,93,806
NULL,93,660
NULL,93,609
NULL,93,754
NULL,93,808
NULL,93,661
NULL,93,610
NULL,93,663
NULL,93,757
NULL,93,713
NULL,93,714
NULL,93,758
NULL,93,811
NULL,93,812
NULL,93,760
NULL,93,613
NULL,93,813
NULL,93,665
NULL,93,716
NULL,93,814
NULL,93,816
NULL,93,817
NULL,93,818
NULL,93,819
NULL,93,519
NULL,93,717
NULL,93,617
NULL,93,718
NULL,93,719
NULL,93,820
NULL,93,821
NULL,93,669
NULL,93,768
NULL,93,670
NULL,93,720
NULL,93,721
NULL,93,671
NULL,93,770
NULL,93,771
NULL,80,517
NULL,93,724
,,
